;sessionID;DNI;Telef;CP;duration_call_mins;funnel_steps;product;Municipio;Media de la renta por unidad de consumo;Media de la renta por unidad de consumo;Media de la renta por unidad de consumo;Media de la renta por unidad de consumo;Media de la renta por unidad de consumo;Media de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Renta bruta media por hogar;Renta bruta media por hogar;Renta bruta media por hogar;Renta bruta media por hogar;Renta bruta media por hogar;Renta bruta media por hogar;Renta bruta media por persona;Renta bruta media por persona;Renta bruta media por persona;Renta bruta media por persona;Renta bruta media por persona;Renta bruta media por persona;Renta neta media por hogar;Renta neta media por hogar;Renta neta media por hogar;Renta neta media por hogar;Renta neta media por hogar;Renta neta media por hogar;Renta neta media por persona ;Renta neta media por persona ;Renta neta media por persona ;Renta neta media por persona ;Renta neta media por persona ;Renta neta media por persona ;Homicidios dolosos y asesinatos consumados;Homicidios dolosos y asesinatos consumados;Homicidios dolosos y asesinatos en grado tentativa;Homicidios dolosos y asesinatos en grado tentativa;Delitos graves y menos graves de lesiones y riña tumultuaria;Delitos graves y menos graves de lesiones y riña tumultuaria;Secuestro;Secuestro;Delitos contra la libertad e indemnidad sexual;Delitos contra la libertad e indemnidad sexual;Agresión sexual con penetración;Agresión sexual con penetración;Resto de delitos contra la libertad e indemnidad sexual;Resto de delitos contra la libertad e indemnidad sexual;Robos con violencia e intimidación;Robos con violencia e intimidación; Robos con fuerza en domicilios, establecimientos y otras instalaciones; Robos con fuerza en domicilios, establecimientos y otras instalaciones;Robos con fuerza en domicilios;Robos con fuerza en domicilios;Hurtos;Hurtos;Sustracciones de vehículos;Sustracciones de vehículos;Tráfico de drogas;Tráfico de drogas;Resto de infracciones penales;Resto de infracciones penales;TOTAL INFRACCIONES PENALES;TOTAL INFRACCIONES PENALES
60;b'MC44NDA4OTQyNTIxNTI1NDUy';X02179099;669227530;28006;2.364829325193168;['Chalet', 'Adosado', 'Con Rejas'];;Alcobendas;23.186850746268657;23.84192537313433;24.8128115942029;25.95804347826087;26.575159420289854;26.26033333333333;19.620895522388057;20.012686567164177;20.817391304347826;21.57826086956522;22.455797101449274;22.121014492753623;54.67892537313433;56.646149253731345;59.3181884057971;62.61262318840579;63.70878260869565;62.68482608695652;18.638776119402984;19.250194029850746;20.17644927536232;21.0926231884058;21.60495652173913;21.40601449275362;43.21235820895522;44.475089552238806;46.321347826086956;48.512956521739135;49.721681159420285;48.84008695652174;14.770597014925373;15.098492537313433;15.721173913043478;16.31542028985507;16.818927536231886;16.64249275362319;0.0;0.0;1.0;1.0;9.0;7.0;0.0;0.0;6.0;10.0;0.0;2.0;6.0;8.0;22.0;24.0;111.0;66.0;51.0;28.0;317.0;246.0;68.0;48.0;5.0;3.0;768.0;700.0;1307.0;1105.0
61;b'MC44NzAyMjc5OTQ4Njk3NjAx';X35202733;620579495;28006;5.414391949265811;['Chalet', 'Adosado', 'Con Rejas'];;Alcobendas;23.186850746268657;23.84192537313433;24.8128115942029;25.95804347826087;26.575159420289854;26.26033333333333;19.620895522388057;20.012686567164177;20.817391304347826;21.57826086956522;22.455797101449274;22.121014492753623;54.67892537313433;56.646149253731345;59.3181884057971;62.61262318840579;63.70878260869565;62.68482608695652;18.638776119402984;19.250194029850746;20.17644927536232;21.0926231884058;21.60495652173913;21.40601449275362;43.21235820895522;44.475089552238806;46.321347826086956;48.512956521739135;49.721681159420285;48.84008695652174;14.770597014925373;15.098492537313433;15.721173913043478;16.31542028985507;16.818927536231886;16.64249275362319;0.0;0.0;1.0;1.0;9.0;7.0;0.0;0.0;6.0;10.0;0.0;2.0;6.0;8.0;22.0;24.0;111.0;66.0;51.0;28.0;317.0;246.0;68.0;48.0;5.0;3.0;768.0;700.0;1307.0;1105.0
62;b'MC45MDU4NDk5MDE5NjYwODc4';X35202733;620579495;28006;5.837532243854199;['Chalet', 'Adosado', 'Con Rejas'];;Alcobendas;23.186850746268657;23.84192537313433;24.8128115942029;25.95804347826087;26.575159420289854;26.26033333333333;19.620895522388057;20.012686567164177;20.817391304347826;21.57826086956522;22.455797101449274;22.121014492753623;54.67892537313433;56.646149253731345;59.3181884057971;62.61262318840579;63.70878260869565;62.68482608695652;18.638776119402984;19.250194029850746;20.17644927536232;21.0926231884058;21.60495652173913;21.40601449275362;43.21235820895522;44.475089552238806;46.321347826086956;48.512956521739135;49.721681159420285;48.84008695652174;14.770597014925373;15.098492537313433;15.721173913043478;16.31542028985507;16.818927536231886;16.64249275362319;0.0;0.0;1.0;1.0;9.0;7.0;0.0;0.0;6.0;10.0;0.0;2.0;6.0;8.0;22.0;24.0;111.0;66.0;51.0;28.0;317.0;246.0;68.0;48.0;5.0;3.0;768.0;700.0;1307.0;1105.0
63;b'MC4wMjI5NzkxNzE2ODcxMDg2MTM=';X22775080;656946061;28006;10.754586380134304;['Chalet', 'Unifamiliar', 'Con Rejas'];;Alcobendas;23.186850746268657;23.84192537313433;24.8128115942029;25.95804347826087;26.575159420289854;26.26033333333333;19.620895522388057;20.012686567164177;20.817391304347826;21.57826086956522;22.455797101449274;22.121014492753623;54.67892537313433;56.646149253731345;59.3181884057971;62.61262318840579;63.70878260869565;62.68482608695652;18.638776119402984;19.250194029850746;20.17644927536232;21.0926231884058;21.60495652173913;21.40601449275362;43.21235820895522;44.475089552238806;46.321347826086956;48.512956521739135;49.721681159420285;48.84008695652174;14.770597014925373;15.098492537313433;15.721173913043478;16.31542028985507;16.818927536231886;16.64249275362319;0.0;0.0;1.0;1.0;9.0;7.0;0.0;0.0;6.0;10.0;0.0;2.0;6.0;8.0;22.0;24.0;111.0;66.0;51.0;28.0;317.0;246.0;68.0;48.0;5.0;3.0;768.0;700.0;1307.0;1105.0
64;b'MC4wMjU3MjkwMjk2ODYwODM0ODI=';X22775080;656946061;28006;6.011379986233335;['Chalet', 'Unifamiliar', 'Con Rejas'];;Alcobendas;23.186850746268657;23.84192537313433;24.8128115942029;25.95804347826087;26.575159420289854;26.26033333333333;19.620895522388057;20.012686567164177;20.817391304347826;21.57826086956522;22.455797101449274;22.121014492753623;54.67892537313433;56.646149253731345;59.3181884057971;62.61262318840579;63.70878260869565;62.68482608695652;18.638776119402984;19.250194029850746;20.17644927536232;21.0926231884058;21.60495652173913;21.40601449275362;43.21235820895522;44.475089552238806;46.321347826086956;48.512956521739135;49.721681159420285;48.84008695652174;14.770597014925373;15.098492537313433;15.721173913043478;16.31542028985507;16.818927536231886;16.64249275362319;0.0;0.0;1.0;1.0;9.0;7.0;0.0;0.0;6.0;10.0;0.0;2.0;6.0;8.0;22.0;24.0;111.0;66.0;51.0;28.0;317.0;246.0;68.0;48.0;5.0;3.0;768.0;700.0;1307.0;1105.0
65;b'MC4wNDkxNDg1NzcwMTczNzI2Mw==';X02179099;669227530;28006;3.792262697941867;['Chalet', 'Adosado', 'Con Rejas'];;Alcobendas;23.186850746268657;23.84192537313433;24.8128115942029;25.95804347826087;26.575159420289854;26.26033333333333;19.620895522388057;20.012686567164177;20.817391304347826;21.57826086956522;22.455797101449274;22.121014492753623;54.67892537313433;56.646149253731345;59.3181884057971;62.61262318840579;63.70878260869565;62.68482608695652;18.638776119402984;19.250194029850746;20.17644927536232;21.0926231884058;21.60495652173913;21.40601449275362;43.21235820895522;44.475089552238806;46.321347826086956;48.512956521739135;49.721681159420285;48.84008695652174;14.770597014925373;15.098492537313433;15.721173913043478;16.31542028985507;16.818927536231886;16.64249275362319;0.0;0.0;1.0;1.0;9.0;7.0;0.0;0.0;6.0;10.0;0.0;2.0;6.0;8.0;22.0;24.0;111.0;66.0;51.0;28.0;317.0;246.0;68.0;48.0;5.0;3.0;768.0;700.0;1307.0;1105.0
66;b'MC4wNjcyNzIxNDg0NzkwMDg0Mg==';X22775080;656946061;28006;8.925286301168436;['Chalet', 'Unifamiliar', 'Con Rejas'];;Alcobendas;23.186850746268657;23.84192537313433;24.8128115942029;25.95804347826087;26.575159420289854;26.26033333333333;19.620895522388057;20.012686567164177;20.817391304347826;21.57826086956522;22.455797101449274;22.121014492753623;54.67892537313433;56.646149253731345;59.3181884057971;62.61262318840579;63.70878260869565;62.68482608695652;18.638776119402984;19.250194029850746;20.17644927536232;21.0926231884058;21.60495652173913;21.40601449275362;43.21235820895522;44.475089552238806;46.321347826086956;48.512956521739135;49.721681159420285;48.84008695652174;14.770597014925373;15.098492537313433;15.721173913043478;16.31542028985507;16.818927536231886;16.64249275362319;0.0;0.0;1.0;1.0;9.0;7.0;0.0;0.0;6.0;10.0;0.0;2.0;6.0;8.0;22.0;24.0;111.0;66.0;51.0;28.0;317.0;246.0;68.0;48.0;5.0;3.0;768.0;700.0;1307.0;1105.0
67;b'MC4zMjA2NjYzODIyMjExNzQwNQ==';X35202733;620579495;28006;12.20370868981863;['Chalet', 'Adosado', 'Con Rejas'];;Alcobendas;23.186850746268657;23.84192537313433;24.8128115942029;25.95804347826087;26.575159420289854;26.26033333333333;19.620895522388057;20.012686567164177;20.817391304347826;21.57826086956522;22.455797101449274;22.121014492753623;54.67892537313433;56.646149253731345;59.3181884057971;62.61262318840579;63.70878260869565;62.68482608695652;18.638776119402984;19.250194029850746;20.17644927536232;21.0926231884058;21.60495652173913;21.40601449275362;43.21235820895522;44.475089552238806;46.321347826086956;48.512956521739135;49.721681159420285;48.84008695652174;14.770597014925373;15.098492537313433;15.721173913043478;16.31542028985507;16.818927536231886;16.64249275362319;0.0;0.0;1.0;1.0;9.0;7.0;0.0;0.0;6.0;10.0;0.0;2.0;6.0;8.0;22.0;24.0;111.0;66.0;51.0;28.0;317.0;246.0;68.0;48.0;5.0;3.0;768.0;700.0;1307.0;1105.0
68;b'MC40MjM3Mjk2MzY2ODU3NjMxMw==';X26588535;687179020;28065;6.854173513031808;['Chalet', 'Unifamiliar', 'Con Rejas'];;Getafe;17.277949579831933;17.437058823529412;18.35983464566929;19.240102362204723;19.88629133858268;20.121456692913387;15.729411764705882;15.814705882352941;16.79724409448819;17.52204724409449;18.26062992125984;18.478346456692915;36.46258823529411;37.449630252100846;38.96646456692913;41.036984251968505;42.401149606299214;42.431661417322836;13.626134453781512;13.69136974789916;14.5008031496063;15.226929133858267;15.790102362204726;16.06964566929134;30.71161344537815;31.49400840336134;32.57946456692913;34.22727559055118;35.21028346456693;35.315685039370074;11.493705882352941;11.531470588235294;12.147377952755907;12.725047244094487;13.14064566929134;13.406889763779526;0.0;1.0;0.0;0.0;18.0;9.0;0.0;0.0;13.0;15.0;1.0;1.0;12.0;14.0;86.0;82.0;106.0;78.0;60.0;42.0;619.0;504.0;101.0;58.0;2.0;5.0;1271.0;1066.0;2216.0;1818.0
69;b'MC41ODA2NjYwOTc2MjQxMDQ0';X82883291;653550135;28065;2.0636626099731363;['Piso', 'Intermedio', 'Sin Perro'];;Getafe;17.277949579831933;17.437058823529412;18.35983464566929;19.240102362204723;19.88629133858268;20.121456692913387;15.729411764705882;15.814705882352941;16.79724409448819;17.52204724409449;18.26062992125984;18.478346456692915;36.46258823529411;37.449630252100846;38.96646456692913;41.036984251968505;42.401149606299214;42.431661417322836;13.626134453781512;13.69136974789916;14.5008031496063;15.226929133858267;15.790102362204726;16.06964566929134;30.71161344537815;31.49400840336134;32.57946456692913;34.22727559055118;35.21028346456693;35.315685039370074;11.493705882352941;11.531470588235294;12.147377952755907;12.725047244094487;13.14064566929134;13.406889763779526;0.0;1.0;0.0;0.0;18.0;9.0;0.0;0.0;13.0;15.0;1.0;1.0;12.0;14.0;86.0;82.0;106.0;78.0;60.0;42.0;619.0;504.0;101.0;58.0;2.0;5.0;1271.0;1066.0;2216.0;1818.0
70;b'MC42MzU2ODE1NjQzMjE4ODI4';X82883291;653550135;28065;13.747666841316857;['Piso', 'Intermedio', 'Sin Perro'];;Getafe;17.277949579831933;17.437058823529412;18.35983464566929;19.240102362204723;19.88629133858268;20.121456692913387;15.729411764705882;15.814705882352941;16.79724409448819;17.52204724409449;18.26062992125984;18.478346456692915;36.46258823529411;37.449630252100846;38.96646456692913;41.036984251968505;42.401149606299214;42.431661417322836;13.626134453781512;13.69136974789916;14.5008031496063;15.226929133858267;15.790102362204726;16.06964566929134;30.71161344537815;31.49400840336134;32.57946456692913;34.22727559055118;35.21028346456693;35.315685039370074;11.493705882352941;11.531470588235294;12.147377952755907;12.725047244094487;13.14064566929134;13.406889763779526;0.0;1.0;0.0;0.0;18.0;9.0;0.0;0.0;13.0;15.0;1.0;1.0;12.0;14.0;86.0;82.0;106.0;78.0;60.0;42.0;619.0;504.0;101.0;58.0;2.0;5.0;1271.0;1066.0;2216.0;1818.0
71;b'MC4wOTI1NDE3ODIwODk5NzI4OA==';X82883291;653550135;28065;10.061193593427856;['Piso', 'Intermedio', 'Sin Perro'];;Getafe;17.277949579831933;17.437058823529412;18.35983464566929;19.240102362204723;19.88629133858268;20.121456692913387;15.729411764705882;15.814705882352941;16.79724409448819;17.52204724409449;18.26062992125984;18.478346456692915;36.46258823529411;37.449630252100846;38.96646456692913;41.036984251968505;42.401149606299214;42.431661417322836;13.626134453781512;13.69136974789916;14.5008031496063;15.226929133858267;15.790102362204726;16.06964566929134;30.71161344537815;31.49400840336134;32.57946456692913;34.22727559055118;35.21028346456693;35.315685039370074;11.493705882352941;11.531470588235294;12.147377952755907;12.725047244094487;13.14064566929134;13.406889763779526;0.0;1.0;0.0;0.0;18.0;9.0;0.0;0.0;13.0;15.0;1.0;1.0;12.0;14.0;86.0;82.0;106.0;78.0;60.0;42.0;619.0;504.0;101.0;58.0;2.0;5.0;1271.0;1066.0;2216.0;1818.0
72;b'MC4xNDY0NjAxNDQ2NTI4Nzg4Mg==';X26588535;687179020;28065;7.423038651742487;['Chalet', 'Unifamiliar', 'Con Rejas'];;Getafe;17.277949579831933;17.437058823529412;18.35983464566929;19.240102362204723;19.88629133858268;20.121456692913387;15.729411764705882;15.814705882352941;16.79724409448819;17.52204724409449;18.26062992125984;18.478346456692915;36.46258823529411;37.449630252100846;38.96646456692913;41.036984251968505;42.401149606299214;42.431661417322836;13.626134453781512;13.69136974789916;14.5008031496063;15.226929133858267;15.790102362204726;16.06964566929134;30.71161344537815;31.49400840336134;32.57946456692913;34.22727559055118;35.21028346456693;35.315685039370074;11.493705882352941;11.531470588235294;12.147377952755907;12.725047244094487;13.14064566929134;13.406889763779526;0.0;1.0;0.0;0.0;18.0;9.0;0.0;0.0;13.0;15.0;1.0;1.0;12.0;14.0;86.0;82.0;106.0;78.0;60.0;42.0;619.0;504.0;101.0;58.0;2.0;5.0;1271.0;1066.0;2216.0;1818.0
73;b'MC4xNjk3NTQ0MDA2NTM0ODE4';X82883291;653550135;28065;4.062788056633956;['Piso', 'Intermedio', 'Sin Perro'];;Getafe;17.277949579831933;17.437058823529412;18.35983464566929;19.240102362204723;19.88629133858268;20.121456692913387;15.729411764705882;15.814705882352941;16.79724409448819;17.52204724409449;18.26062992125984;18.478346456692915;36.46258823529411;37.449630252100846;38.96646456692913;41.036984251968505;42.401149606299214;42.431661417322836;13.626134453781512;13.69136974789916;14.5008031496063;15.226929133858267;15.790102362204726;16.06964566929134;30.71161344537815;31.49400840336134;32.57946456692913;34.22727559055118;35.21028346456693;35.315685039370074;11.493705882352941;11.531470588235294;12.147377952755907;12.725047244094487;13.14064566929134;13.406889763779526;0.0;1.0;0.0;0.0;18.0;9.0;0.0;0.0;13.0;15.0;1.0;1.0;12.0;14.0;86.0;82.0;106.0;78.0;60.0;42.0;619.0;504.0;101.0;58.0;2.0;5.0;1271.0;1066.0;2216.0;1818.0
74;b'MC40MjU5Mzk3MzYyNDQ0MDI3Mw==';X36754486;623248920;28115;18.862046868023267;['Piso', 'Bajo', 'Sin Rejas', 'Sin Perro'];Home Premium Plus;Pozuelo de Alarcón;34.12685185185185;35.53283333333333;35.99955555555556;38.383685185185186;38.790851851851855;38.50618518518518;27.90925925925926;28.375925925925927;28.939814814814813;30.164814814814818;31.234259259259257;31.039814814814818;87.46133333333334;91.62753703703703;93.2268888888889;99.86051851851852;100.13735185185186;99.44112962962963;28.126203703703705;29.46466666666667;30.04135185185185;32.23994444444445;32.47214814814815;32.37766666666667;65.03224074074075;67.8967962962963;68.75642592592592;73.21727777777778;73.76335185185185;72.79311111111112;21.012592592592593;21.907;22.208611111111114;23.665870370370367;23.943722222222224;23.698944444444443;0.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;11.0;11.0;56.0;33.0;36.0;31.0;247.0;251.0;29.0;26.0;5.0;4.0;548.0;449.0;904.0;784.0
75;b'MC41NTYxNTIyNjIxNTM2Mzc0';X19138140;607279122;28115;16.687155136078953;['Piso', 'Bajo', 'Con Rejas', 'Con Perro'];Home Basic;Pozuelo de Alarcón;34.12685185185185;35.53283333333333;35.99955555555556;38.383685185185186;38.790851851851855;38.50618518518518;27.90925925925926;28.375925925925927;28.939814814814813;30.164814814814818;31.234259259259257;31.039814814814818;87.46133333333334;91.62753703703703;93.2268888888889;99.86051851851852;100.13735185185186;99.44112962962963;28.126203703703705;29.46466666666667;30.04135185185185;32.23994444444445;32.47214814814815;32.37766666666667;65.03224074074075;67.8967962962963;68.75642592592592;73.21727777777778;73.76335185185185;72.79311111111112;21.012592592592593;21.907;22.208611111111114;23.665870370370367;23.943722222222224;23.698944444444443;0.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;11.0;11.0;56.0;33.0;36.0;31.0;247.0;251.0;29.0;26.0;5.0;4.0;548.0;449.0;904.0;784.0
76;b'MC42NTE5NjY2MTc2MDk1NDYx';X22283690;646025176;28115;10.373182804285785;['Piso', 'Bajo', 'Con Rejas', 'Con Perro'];;Pozuelo de Alarcón;34.12685185185185;35.53283333333333;35.99955555555556;38.383685185185186;38.790851851851855;38.50618518518518;27.90925925925926;28.375925925925927;28.939814814814813;30.164814814814818;31.234259259259257;31.039814814814818;87.46133333333334;91.62753703703703;93.2268888888889;99.86051851851852;100.13735185185186;99.44112962962963;28.126203703703705;29.46466666666667;30.04135185185185;32.23994444444445;32.47214814814815;32.37766666666667;65.03224074074075;67.8967962962963;68.75642592592592;73.21727777777778;73.76335185185185;72.79311111111112;21.012592592592593;21.907;22.208611111111114;23.665870370370367;23.943722222222224;23.698944444444443;0.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;11.0;11.0;56.0;33.0;36.0;31.0;247.0;251.0;29.0;26.0;5.0;4.0;548.0;449.0;904.0;784.0
77;b'MC43NTExMTk5MTA3MTYzNzYz';X36754486;623248920;28115;22.225173823544388;['Piso', 'Bajo', 'Sin Rejas', 'Sin Perro'];Home Premium Plus;Pozuelo de Alarcón;34.12685185185185;35.53283333333333;35.99955555555556;38.383685185185186;38.790851851851855;38.50618518518518;27.90925925925926;28.375925925925927;28.939814814814813;30.164814814814818;31.234259259259257;31.039814814814818;87.46133333333334;91.62753703703703;93.2268888888889;99.86051851851852;100.13735185185186;99.44112962962963;28.126203703703705;29.46466666666667;30.04135185185185;32.23994444444445;32.47214814814815;32.37766666666667;65.03224074074075;67.8967962962963;68.75642592592592;73.21727777777778;73.76335185185185;72.79311111111112;21.012592592592593;21.907;22.208611111111114;23.665870370370367;23.943722222222224;23.698944444444443;0.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;11.0;11.0;56.0;33.0;36.0;31.0;247.0;251.0;29.0;26.0;5.0;4.0;548.0;449.0;904.0;784.0
78;b'MC44NDA3OTA0OTQ1OTYxODc=';X36754486;623248920;28115;26.93412897905224;['Piso', 'Bajo', 'Sin Rejas', 'Sin Perro'];Home Premium Plus;Pozuelo de Alarcón;34.12685185185185;35.53283333333333;35.99955555555556;38.383685185185186;38.790851851851855;38.50618518518518;27.90925925925926;28.375925925925927;28.939814814814813;30.164814814814818;31.234259259259257;31.039814814814818;87.46133333333334;91.62753703703703;93.2268888888889;99.86051851851852;100.13735185185186;99.44112962962963;28.126203703703705;29.46466666666667;30.04135185185185;32.23994444444445;32.47214814814815;32.37766666666667;65.03224074074075;67.8967962962963;68.75642592592592;73.21727777777778;73.76335185185185;72.79311111111112;21.012592592592593;21.907;22.208611111111114;23.665870370370367;23.943722222222224;23.698944444444443;0.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;11.0;11.0;56.0;33.0;36.0;31.0;247.0;251.0;29.0;26.0;5.0;4.0;548.0;449.0;904.0;784.0
79;b'MC44NTQwNjU1MTYzNDI4NDAy';X19138140;607279122;28115;21.037641396929725;['Piso', 'Bajo', 'Con Rejas', 'Con Perro'];Home Basic;Pozuelo de Alarcón;34.12685185185185;35.53283333333333;35.99955555555556;38.383685185185186;38.790851851851855;38.50618518518518;27.90925925925926;28.375925925925927;28.939814814814813;30.164814814814818;31.234259259259257;31.039814814814818;87.46133333333334;91.62753703703703;93.2268888888889;99.86051851851852;100.13735185185186;99.44112962962963;28.126203703703705;29.46466666666667;30.04135185185185;32.23994444444445;32.47214814814815;32.37766666666667;65.03224074074075;67.8967962962963;68.75642592592592;73.21727777777778;73.76335185185185;72.79311111111112;21.012592592592593;21.907;22.208611111111114;23.665870370370367;23.943722222222224;23.698944444444443;0.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;11.0;11.0;56.0;33.0;36.0;31.0;247.0;251.0;29.0;26.0;5.0;4.0;548.0;449.0;904.0;784.0
80;b'MC4xNDc1MzkyNDgzMDY3NzE1Ng==';X36754486;623248920;28115;20.27154445176293;['Piso', 'Bajo', 'Sin Rejas', 'Sin Perro'];Home Premium Plus;Pozuelo de Alarcón;34.12685185185185;35.53283333333333;35.99955555555556;38.383685185185186;38.790851851851855;38.50618518518518;27.90925925925926;28.375925925925927;28.939814814814813;30.164814814814818;31.234259259259257;31.039814814814818;87.46133333333334;91.62753703703703;93.2268888888889;99.86051851851852;100.13735185185186;99.44112962962963;28.126203703703705;29.46466666666667;30.04135185185185;32.23994444444445;32.47214814814815;32.37766666666667;65.03224074074075;67.8967962962963;68.75642592592592;73.21727777777778;73.76335185185185;72.79311111111112;21.012592592592593;21.907;22.208611111111114;23.665870370370367;23.943722222222224;23.698944444444443;0.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;0.0;0.0;4.0;5.0;11.0;11.0;56.0;33.0;36.0;31.0;247.0;251.0;29.0;26.0;5.0;4.0;548.0;449.0;904.0;784.0
81;b'MC40MzI2NTk1NDg2OTA0MzA5';X16805591;657602332;28049;4.8987376462419085;['Piso', 'Intermedio', 'Sin Perro'];;Coslada;16.95884745762712;17.13191525423729;18.127135593220338;18.838677966101695;19.70179661016949;19.628966101694914;15.583898305084746;15.75;16.728813559322035;17.53559322033898;18.372033898305087;18.235593220338984;38.741338983050845;39.432864406779665;40.359084745762715;41.79216949152542;43.46198305084746;43.182966101694916;13.01271186440678;13.184796610169492;14.058474576271188;14.652440677966101;15.348135593220338;15.374728813559322;32.76454237288136;33.24354237288136;33.9873220338983;35.10398305084746;36.5453220338983;36.229288135593215;11.01257627118644;11.121220338983052;11.851949152542373;12.323542372881356;12.920372881355933;12.913830508474577;0.0;0.0;0.0;1.0;6.0;4.0;0.0;0.0;4.0;3.0;0.0;1.0;4.0;2.0;15.0;15.0;44.0;43.0;23.0;24.0;235.0;183.0;27.0;22.0;3.0;1.0;630.0;504.0;964.0;776.0
82;b'MC41Mjc0Mzg1NjQ1OTU5MDIz';X30885102;645945552;28049;16.202085290623;['Chalet', 'Adosado', 'Con Rejas'];Home Basic;Coslada;16.95884745762712;17.13191525423729;18.127135593220338;18.838677966101695;19.70179661016949;19.628966101694914;15.583898305084746;15.75;16.728813559322035;17.53559322033898;18.372033898305087;18.235593220338984;38.741338983050845;39.432864406779665;40.359084745762715;41.79216949152542;43.46198305084746;43.182966101694916;13.01271186440678;13.184796610169492;14.058474576271188;14.652440677966101;15.348135593220338;15.374728813559322;32.76454237288136;33.24354237288136;33.9873220338983;35.10398305084746;36.5453220338983;36.229288135593215;11.01257627118644;11.121220338983052;11.851949152542373;12.323542372881356;12.920372881355933;12.913830508474577;0.0;0.0;0.0;1.0;6.0;4.0;0.0;0.0;4.0;3.0;0.0;1.0;4.0;2.0;15.0;15.0;44.0;43.0;23.0;24.0;235.0;183.0;27.0;22.0;3.0;1.0;630.0;504.0;964.0;776.0
83;b'MC43MTcyNjY3ODY0ODQxODE3';X30885102;645945552;28049;19.284751003341608;['Chalet', 'Adosado', 'Con Rejas'];Home Basic;Coslada;16.95884745762712;17.13191525423729;18.127135593220338;18.838677966101695;19.70179661016949;19.628966101694914;15.583898305084746;15.75;16.728813559322035;17.53559322033898;18.372033898305087;18.235593220338984;38.741338983050845;39.432864406779665;40.359084745762715;41.79216949152542;43.46198305084746;43.182966101694916;13.01271186440678;13.184796610169492;14.058474576271188;14.652440677966101;15.348135593220338;15.374728813559322;32.76454237288136;33.24354237288136;33.9873220338983;35.10398305084746;36.5453220338983;36.229288135593215;11.01257627118644;11.121220338983052;11.851949152542373;12.323542372881356;12.920372881355933;12.913830508474577;0.0;0.0;0.0;1.0;6.0;4.0;0.0;0.0;4.0;3.0;0.0;1.0;4.0;2.0;15.0;15.0;44.0;43.0;23.0;24.0;235.0;183.0;27.0;22.0;3.0;1.0;630.0;504.0;964.0;776.0
84;b'MC44MDQ3OTc3MjQxNjcwODM1';X88612253;674156023;28049;18.332246875605925;['Piso', 'Bajo', 'Sin Rejas', 'Con Perro'];Home Premium;Coslada;16.95884745762712;17.13191525423729;18.127135593220338;18.838677966101695;19.70179661016949;19.628966101694914;15.583898305084746;15.75;16.728813559322035;17.53559322033898;18.372033898305087;18.235593220338984;38.741338983050845;39.432864406779665;40.359084745762715;41.79216949152542;43.46198305084746;43.182966101694916;13.01271186440678;13.184796610169492;14.058474576271188;14.652440677966101;15.348135593220338;15.374728813559322;32.76454237288136;33.24354237288136;33.9873220338983;35.10398305084746;36.5453220338983;36.229288135593215;11.01257627118644;11.121220338983052;11.851949152542373;12.323542372881356;12.920372881355933;12.913830508474577;0.0;0.0;0.0;1.0;6.0;4.0;0.0;0.0;4.0;3.0;0.0;1.0;4.0;2.0;15.0;15.0;44.0;43.0;23.0;24.0;235.0;183.0;27.0;22.0;3.0;1.0;630.0;504.0;964.0;776.0
85;b'MC45MDM4MzY0NjQ1NzI2MDQ2';X16805591;657602332;28049;9.92480723261858;['Piso', 'Intermedio', 'Sin Perro'];;Coslada;16.95884745762712;17.13191525423729;18.127135593220338;18.838677966101695;19.70179661016949;19.628966101694914;15.583898305084746;15.75;16.728813559322035;17.53559322033898;18.372033898305087;18.235593220338984;38.741338983050845;39.432864406779665;40.359084745762715;41.79216949152542;43.46198305084746;43.182966101694916;13.01271186440678;13.184796610169492;14.058474576271188;14.652440677966101;15.348135593220338;15.374728813559322;32.76454237288136;33.24354237288136;33.9873220338983;35.10398305084746;36.5453220338983;36.229288135593215;11.01257627118644;11.121220338983052;11.851949152542373;12.323542372881356;12.920372881355933;12.913830508474577;0.0;0.0;0.0;1.0;6.0;4.0;0.0;0.0;4.0;3.0;0.0;1.0;4.0;2.0;15.0;15.0;44.0;43.0;23.0;24.0;235.0;183.0;27.0;22.0;3.0;1.0;630.0;504.0;964.0;776.0
